id,duration,blue_gold,red_gold,gold_diff,blue_xp,red_xp,xp_diff,blue_ward_placed,red_ward_placed,ward_placed_diff,blue_ward_destroyed,red_ward_destroyed,ward_destroyed_diff,first_blood,blue_kills,red_kills,kill_diff,first_turret,blue_turrets,red_turrets,turret_diff,first_inhibitor,blue_inhibitors,red_inhibitors,inhibitor_diff,first_herald,blue_heralds,red_heralds,herald_diff,first_baron,blue_barons,red_barons,baron_diff,blue_air,red_air,air_diff,blue_hextech,red_hextech,hextech_diff,blue_fire,red_fire,fire_diff,blue_earth,red_earth,earth_diff,blue_water,red_water,water_diff,air,hextech,fire,earth,water,blue_win
5899218270,2373610,49513,53473,-3960,60762,64048,-3286,57,99,-42,6,12,-6,-1,21,31,-10,-1,3,5,-2,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,2,1,1,0,0,0,0,0,0,0,0,1
5899079328,2002437,59554,47862,11692,71123,55287,15836,51,41,10,10,5,5,-1,39,26,13,1,9,2,7,1,2,0,2,1,1,0,1,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,1
5899112992,1998381,52508,54129,-1621,63197,64768,-1571,54,63,-9,14,16,-2,1,26,27,-1,-1,4,5,-1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,0,0,0,0,0,0,1
5898180502,2142284,54488,60907,-6419,64195,66494,-2299,45,54,-9,7,6,1,1,27,41,-14,1,5,8,-3,1,1,1,0,-1,0,1,-1,-1,1,1,0,1,0,1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0
5897893937,1941291,54282,50882,3400,61189,59528,1661,36,61,-25,0,3,-3,1,32,23,9,-1,5,5,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,2,0,2,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1
5897826003,1843197,56396,49132,7264,66887,59216,7671,50,54,-4,14,12,2,1,38,18,20,1,5,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,2,1,0,1,0,0,0,0,0,1
5897769932,1849582,58832,63770,-4938,69132,71148,-2016,59,46,13,7,11,-4,1,38,49,-11,-1,2,9,-7,-1,0,4,-4,-1,0,2,-2,0,0,0,0,1,2,-1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5896622297,2209671,50295,50191,104,58344,56021,2323,106,32,74,8,11,-3,-1,24,28,-4,-1,5,4,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
5896525255,2140244,54684,49159,5525,66541,62897,3644,53,39,14,2,1,1,1,32,24,8,1,7,2,5,1,2,0,2,-1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,-1,2,0,2,0,0,0,0,0,1
5896397812,2249067,54246,60151,-5905,66810,67616,-806,36,53,-17,50,3,47,1,31,39,-8,-1,1,9,-8,-1,0,4,-4,-1,0,2,-2,0,0,0,0,0,0,0,0,3,-3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
5896133189,2422928,51445,53091,-1646,62185,62352,-167,36,56,-20,6,11,-5,-1,26,31,-5,1,2,5,-3,-1,0,1,-1,1,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
5896013441,2204974,49942,52877,-2935,61246,63289,-2043,43,67,-24,6,6,0,-1,22,36,-14,1,4,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
5894862390,2054490,60714,49417,11297,67780,57691,10089,50,61,-11,11,3,8,-1,51,24,27,1,7,1,6,1,1,0,1,1,2,0,2,0,0,0,0,0,1,-1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5894090633,2306808,48256,60701,-12445,62089,70470,-8381,55,61,-6,4,13,-9,-1,27,40,-13,-1,2,10,-8,-1,0,3,-3,-1,0,2,-2,-1,0,1,-1,0,1,-1,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,0,0,0,0
5893928503,2202195,51286,55204,-3918,62073,68270,-6197,55,40,15,1,1,0,1,33,38,-5,1,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,0
5893973720,1801870,50583,60980,-10397,56652,72253,-15601,55,125,-70,14,9,5,1,20,43,-23,-1,3,9,-6,-1,0,2,-2,-1,0,2,-2,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
5893940597,1907992,50753,62864,-12111,59430,69596,-10166,44,33,11,2,2,0,1,29,46,-17,-1,4,9,-5,-1,0,3,-3,-1,0,1,-1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,0,2,-2,0,0,0,0,-1,0
5893913989,2027322,48878,58089,-9211,56501,63028,-6527,46,67,-21,11,8,3,-1,24,43,-19,-1,1,8,-7,-1,0,1,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5893246827,2423678,51359,50125,1234,58495,56225,2270,58,67,-9,8,10,-2,-1,28,25,3,-1,3,6,-3,0,0,0,0,-1,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,0,0,0,0,0,0,1
5893209107,2616252,52565,56255,-3690,59226,61304,-2078,60,55,5,11,16,-5,-1,34,35,-1,1,2,5,-3,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5892229101,2776910,51084,53000,-1916,59729,59335,394,46,54,-8,3,3,0,-1,21,30,-9,-1,5,7,-2,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5891082181,2122764,52332,58441,-6109,61626,71343,-9717,99,60,39,7,13,-6,-1,22,42,-20,-1,3,7,-4,-1,0,1,-1,1,1,1,0,1,1,0,1,0,0,0,0,2,-2,0,0,0,0,1,-1,0,1,-1,0,-1,0,0,0,0
5891055904,2400203,49361,58284,-8923,53954,63851,-9897,52,56,-4,2,9,-7,-1,16,44,-28,1,4,7,-3,-1,0,1,-1,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,0,1
5891011464,2156298,53001,51983,1018,61276,62113,-837,56,60,-4,12,13,-1,1,29,25,4,-1,3,7,-4,0,0,0,0,-1,0,2,-2,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,2,0,2,0,1,-1,0,0,0,0,0,1
5890957208,1947068,52162,54939,-2777,58145,67168,-9023,48,50,-2,8,10,-2,-1,25,28,-3,1,5,6,-1,-1,0,2,-2,1,1,0,1,-1,0,1,-1,1,0,1,0,0,0,0,2,-2,0,1,-1,0,0,0,0,0,0,0,0,0
5890952178,2130969,45981,55435,-9454,58701,65747,-7046,45,51,-6,4,1,3,-1,19,36,-17,1,3,7,-4,-1,0,1,-1,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,-2,0,1,-1,0,0,0,0,0,0
5901240949,2160114,53328,60840,-7512,65946,70125,-4179,50,39,11,3,11,-8,-1,27,31,-4,-1,3,6,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0
5901680904,2446803,53878,55224,-1346,65384,66884,-1500,63,75,-12,19,15,4,-1,29,25,4,-1,4,3,1,0,0,0,0,1,1,0,1,-1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1
5897403000,2225852,51891,51698,193,65039,63182,1857,112,62,50,26,26,0,1,23,25,-2,-1,5,5,0,0,0,0,0,-1,0,1,-1,1,1,0,1,0,0,0,0,1,-1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5897112788,2075402,58936,58874,62,71420,67080,4340,52,71,-19,18,13,5,-1,33,35,-2,-1,6,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0
5897076633,1953782,56156,54617,1539,70285,65808,4477,64,49,15,11,11,0,-1,28,26,2,1,8,5,3,1,1,0,1,1,2,0,2,1,1,0,1,1,2,-1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5890713702,2614812,54919,60050,-5131,66838,68246,-1408,60,63,-3,20,10,10,-1,34,29,5,-1,2,5,-3,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
5890751479,1951778,53271,59390,-6119,61355,68989,-7634,43,47,-4,2,40,-38,1,22,36,-14,1,5,8,-3,-1,0,1,-1,-1,0,1,-1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
5890654393,1919054,60332,57013,3319,74099,65034,9065,45,42,3,4,4,0,1,44,27,17,-1,8,7,1,1,2,1,1,-1,0,2,-2,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,0,0,0,0,0
5890570582,1895709,57847,50608,7239,67755,60614,7141,56,41,15,10,11,-1,1,40,25,15,1,9,3,6,1,1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1
5891520327,2728701,54089,53177,912,57578,60515,-2937,39,52,-13,18,10,8,1,32,30,2,1,8,3,5,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,1
5903213166,1849394,62429,53275,9154,72417,62451,9966,53,49,4,6,4,2,-1,44,22,22,1,8,3,5,1,2,0,2,1,2,0,2,1,1,0,1,0,0,0,0,1,-1,2,0,2,0,1,-1,0,0,0,0,0,0,0,0,1
5898914930,2469509,48701,59088,-10387,62312,65354,-3042,40,49,-9,7,14,-7,1,29,42,-13,-1,0,5,-5,0,0,0,0,-1,0,1,-1,0,0,0,0,0,2,-2,0,1,-1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0
5897952957,2052467,54001,53887,114,60164,60516,-352,58,102,-44,15,15,0,1,26,29,-3,-1,5,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,1
5897277159,2104352,57093,51679,5414,69204,63307,5897,58,53,5,10,2,8,-1,37,27,10,-1,5,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1
5895841039,2458630,58765,51690,7075,68510,61332,7178,46,49,-3,14,8,6,1,36,21,15,1,7,4,3,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,-1,1,0,1,0,0,0,0,0,0
5890668055,1925684,58976,49622,9354,69237,59044,10193,47,39,8,5,8,-3,1,43,23,20,1,7,2,5,1,1,0,1,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,-1,0,0,0,0,0,1
5898820523,2432432,50878,51302,-424,62733,61061,1672,44,61,-17,23,10,13,-1,27,28,-1,-1,4,5,-1,0,0,0,0,-1,0,1,-1,1,1,0,1,0,0,0,1,0,1,0,1,-1,0,2,-2,0,0,0,0,0,0,0,0,0
5895732004,1982483,46127,55053,-8926,56322,66547,-10225,38,42,-4,7,7,0,-1,16,31,-15,-1,3,6,-3,-1,0,1,-1,1,2,0,2,0,0,0,0,0,1,-1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0
5895666911,2218996,54890,58175,-3285,60460,63467,-3007,42,26,16,2,9,-7,1,34,32,2,1,5,8,-3,-1,0,2,-2,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,-2,0,1,-1,0,0,0,-1,0,0
5895641124,2613536,57307,56665,642,70652,67597,3055,48,52,-4,4,50,-46,1,24,38,-14,1,4,5,-1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,2,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
5893798412,2591279,52823,56807,-3984,57613,56816,797,54,56,-2,10,7,3,-1,25,40,-15,-1,3,7,-4,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,1,-1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5893772165,1900795,54174,50947,3227,64524,59739,4785,51,36,15,9,12,-3,-1,31,20,11,-1,4,3,1,0,0,0,0,-1,1,1,0,1,1,0,1,0,2,-2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
5892586250,2104430,49403,56440,-7037,57799,66935,-9136,109,56,53,16,11,5,1,19,31,-12,1,2,5,-3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,-3,0,1,-1,1,0,1,0,0,0,0,-1,0,0,0,0
5892584475,2046682,52565,52768,-203,62590,63068,-478,40,33,7,9,5,4,1,28,28,0,-1,3,6,-3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5892532650,1849005,50454,61913,-11459,66264,71757,-5493,50,108,-58,2,4,-2,-1,26,42,-16,-1,1,9,-8,-1,0,3,-3,-1,0,2,-2,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,1,2,-1,0,0,0,0,-1,0
5891280077,2075000,62132,50383,11749,73373,61482,11891,59,39,20,4,3,1,1,45,24,21,-1,7,2,5,0,0,0,0,-1,0,2,-2,1,1,0,1,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
5890589769,1983452,56838,48648,8190,67514,57575,9939,52,40,12,8,4,4,1,30,19,11,-1,7,2,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
5903259410,2292283,54973,57164,-2191,68469,66910,1559,94,54,40,11,13,-2,1,33,32,1,1,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0
5900304309,1990266,56389,50235,6154,63527,63698,-171,53,50,3,11,17,-6,-1,27,25,2,1,8,1,7,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,0,1
5895524002,2311496,54606,57714,-3108,63101,72919,-9818,54,48,6,13,10,3,1,32,32,0,1,7,3,4,1,1,0,1,1,2,0,2,-1,0,1,-1,0,1,-1,0,0,0,1,2,-1,1,0,1,0,0,0,0,0,0,0,0,1
5892532225,2595086,52635,51806,829,67514,63926,3588,56,113,-57,19,9,10,1,26,23,3,1,5,4,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,1
5901294406,1810091,58085,47478,10607,67800,56533,11267,55,48,7,11,7,4,1,30,21,9,-1,11,1,10,1,1,0,1,-1,0,2,-2,1,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5900374755,2328174,57742,55730,2012,67152,64818,2334,68,64,4,20,23,-3,-1,36,30,6,-1,3,5,-2,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,2,-1,0,1,-1,0,0,0,-1,0,0
5899791574,1995873,51272,52881,-1609,63934,63940,-6,56,55,1,22,13,9,-1,20,21,-1,-1,5,3,2,0,0,0,0,-1,0,2,-2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
5899565403,1877610,56787,53879,2908,65408,69011,-3603,49,41,8,6,6,0,1,29,25,4,1,8,3,5,0,0,0,0,1,1,0,1,-1,0,1,-1,0,0,0,0,0,0,1,0,1,0,1,-1,3,0,3,0,0,0,0,1,1
5892538476,2035697,50520,58985,-8465,64808,71203,-6395,41,51,-10,10,2,8,1,21,41,-20,-1,2,10,-8,-1,0,3,-3,-1,0,1,-1,-1,0,1,-1,0,0,0,0,1,-1,0,2,-2,0,1,-1,0,0,0,0,0,-1,0,0,0
5892577006,2172479,52981,55142,-2161,67919,69831,-1912,102,42,60,9,9,0,-1,27,41,-14,-1,3,6,-3,0,0,0,0,-1,0,1,-1,-1,0,1,-1,1,0,1,0,0,0,0,1,-1,2,1,1,0,0,0,0,0,0,0,0,0
5890661488,1895042,51341,56427,-5086,59504,69805,-10301,36,67,-31,1,2,-1,-1,26,29,-3,1,7,8,-1,1,1,1,0,1,2,0,2,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,2,-2,0,1,-1,0,0,0,-1,0,0
5901764412,2229832,52151,60605,-8454,58204,73295,-15091,44,113,-69,19,12,7,-1,28,38,-10,1,4,6,-2,0,0,0,0,1,2,0,2,-1,0,1,-1,0,2,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5894777420,2107288,57963,52033,5930,67970,60313,7657,105,32,73,49,17,32,-1,32,19,13,-1,7,3,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,3,0,3,1,0,1,0,0,0,0,0,1,0,0,1
5893688650,3106943,56280,46438,9842,66033,58188,7845,61,57,4,6,12,-6,1,30,19,11,-1,6,3,3,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1
5892398014,2578172,58980,63573,-4593,68163,73652,-5489,43,55,-12,8,11,-3,1,35,45,-10,-1,4,7,-3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
5901452852,2349028,57324,61126,-3802,67138,70787,-3649,52,60,-8,8,3,5,1,28,40,-12,-1,4,6,-2,-1,0,1,-1,-1,0,2,-2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5901354931,2292117,60150,47942,12208,66245,57148,9097,44,59,-15,8,4,4,1,33,22,11,1,8,0,8,1,2,0,2,-1,0,1,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,1
5901123025,1867821,48157,55569,-7412,60526,66418,-5892,43,49,-6,4,4,0,-1,26,28,-2,1,2,9,-7,-1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-3,0,0,0,1,0,1,0,0,0,0,0,0
5899631483,2232755,59872,49950,9922,74749,59066,15683,58,70,-12,10,2,8,-1,37,21,16,1,5,3,2,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
5895638895,3064990,53946,54491,-545,60916,67924,-7008,52,127,-75,21,18,3,1,27,32,-5,1,4,3,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5898453401,1927621,50010,58352,-8342,64886,70126,-5240,67,51,16,9,10,-1,-1,32,37,-5,-1,0,6,-6,-1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,1,2,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5895723642,2049493,51685,53681,-1996,59973,62977,-3004,53,47,6,7,7,0,1,26,32,-6,1,4,5,-1,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5895619971,1879063,53861,48884,4977,69667,56962,12705,47,34,13,3,6,-3,1,44,15,29,-1,6,4,2,1,1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5891840477,2085288,48434,51998,-3564,59209,63267,-4058,57,56,1,4,4,0,-1,20,31,-11,1,3,5,-2,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5902755174,2698085,53420,59567,-6147,59349,71564,-12215,55,73,-18,14,10,4,-1,27,37,-10,1,6,4,2,0,0,0,0,-1,1,1,0,-1,0,1,-1,0,0,0,1,2,-1,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0
5895546174,2438023,54391,51423,2968,65716,63292,2424,46,45,1,0,2,-2,1,30,23,7,1,5,4,1,0,0,0,0,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,1
5895439479,2201889,60984,61837,-853,67283,69915,-2632,43,43,0,8,5,3,1,46,35,11,1,6,4,2,1,1,1,0,1,1,0,1,-1,0,1,-1,0,2,-2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5893086143,2169618,50959,53063,-2104,55263,61512,-6249,52,62,-10,27,17,10,-1,19,34,-15,1,4,5,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,1,-1,0,2,-2,0,0,0,0,0,0,0,0,-1,0,0,0
5892957202,2503466,57196,56297,899,68454,64847,3607,48,31,17,7,6,1,-1,40,30,10,1,6,7,-1,1,1,0,1,1,1,0,1,0,0,0,0,1,2,-1,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1
5900972788,2027956,48518,55469,-6951,57277,67280,-10003,48,69,-21,9,9,0,-1,24,32,-8,-1,4,6,-2,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,1,-1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5903156301,1996406,57174,57231,-57,73375,66473,6902,41,65,-24,75,6,69,1,32,33,-1,-1,3,9,-6,-1,0,2,-2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
5903112027,1953495,58978,59870,-892,64152,61326,2826,127,54,73,13,34,-21,-1,34,33,1,-1,7,6,1,0,0,0,0,1,2,0,2,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
5900272435,2037505,57920,57608,312,66637,64110,2527,50,90,-40,10,7,3,1,39,34,5,1,7,6,1,-1,0,2,-2,-1,1,1,0,-1,0,1,-1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5900165504,2451346,54171,52795,1376,65318,65573,-255,51,70,-19,11,8,3,-1,28,26,2,-1,4,5,-1,0,0,0,0,1,1,0,1,-1,0,1,-1,1,2,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0
5900118621,2558269,58010,54939,3071,63801,71297,-7496,44,48,-4,12,2,10,-1,38,25,13,1,9,2,7,1,4,0,4,1,2,0,2,-1,0,1,-1,1,0,1,0,0,0,0,1,-1,2,1,1,0,0,0,0,0,0,0,0,0
5902599067,1892260,50482,56163,-5681,60685,67705,-7020,43,45,-2,5,5,0,-1,29,24,5,-1,2,6,-4,-1,0,1,-1,-1,0,2,-2,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0
5902235542,2026691,50334,56090,-5756,56624,64912,-8288,66,57,9,11,11,0,-1,24,34,-10,-1,6,5,1,-1,0,1,-1,-1,1,1,0,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,2,-2,0,1,-1,0,0,0,-1,0,0
5903280404,2217562,66262,59595,6667,75987,69370,6617,51,63,-12,15,14,1,1,47,36,11,-1,6,6,0,1,1,0,1,-1,0,2,-2,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1
5903395762,1849195,50443,62341,-11898,60131,78252,-18121,65,67,-2,8,10,-2,1,22,42,-20,1,4,8,-4,-1,0,2,-2,1,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,2,-2,0,0,0,0,-1,0
5902086860,2639202,60605,55954,4651,68742,65400,3342,55,51,4,25,15,10,1,44,31,13,1,7,4,3,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,1,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,1
5901614598,2206167,61197,52292,8905,65755,62900,2855,58,42,16,16,8,8,1,43,30,13,1,9,1,8,1,2,0,2,1,2,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5898514528,1983930,58017,44234,13783,66283,56665,9618,52,58,-6,15,12,3,1,31,17,14,1,8,2,6,1,2,0,2,-1,0,1,-1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5898221578,1849801,48958,60512,-11554,58945,69224,-10279,55,53,2,10,16,-6,-1,20,40,-20,-1,0,9,-9,-1,0,1,-1,-1,0,1,-1,-1,0,1,-1,0,2,-2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5897287089,2058507,58022,50296,7726,72196,59247,12949,60,55,5,19,16,3,-1,29,25,4,-1,6,3,3,0,0,0,0,-1,0,1,-1,1,1,0,1,0,0,0,0,1,-1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,1
5897283847,2014329,56941,47209,9732,70411,61291,9120,54,48,6,14,5,9,-1,27,18,9,1,7,1,6,0,0,0,0,1,2,0,2,1,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
5896759346,2067038,59465,55745,3720,70490,59740,10750,51,54,-3,15,12,3,-1,39,30,9,-1,3,5,-2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
5896609789,2462900,51017,57715,-6698,62590,67579,-4989,54,41,13,9,6,3,1,28,39,-11,-1,2,5,-3,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0
5895901782,2430616,60512,57973,2539,65344,66635,-1291,42,64,-22,18,13,5,1,32,32,0,-1,8,4,4,1,1,0,1,-1,0,1,-1,-1,0,1,-1,1,0,1,1,2,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5893661635,2790325,53154,50494,2660,59793,56614,3179,59,59,0,14,4,10,-1,34,28,6,1,3,3,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,0,1,-1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
5893563982,2133404,58862,58171,691,69454,71010,-1556,45,118,-73,11,15,-4,-1,33,37,-4,1,3,4,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,2,-2,0,0,0,0,0,0,-1,0,0
5892653477,2270548,61921,61149,772,74674,69991,4683,45,50,-5,17,6,11,1,38,36,2,-1,6,6,0,1,1,0,1,-1,0,2,-2,1,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5891479050,2169349,56918,47624,9294,67374,59262,8112,45,69,-24,12,47,-35,1,39,20,19,1,7,1,6,1,1,0,1,-1,0,1,-1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1
5891366320,2106429,57854,54718,3136,69719,62201,7518,66,49,17,15,10,5,-1,40,27,13,-1,4,4,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
