id,duration,blue_gold,red_gold,gold_diff,blue_xp,red_xp,xp_diff,blue_ward_placed,red_ward_placed,ward_placed_diff,blue_ward_destroyed,red_ward_destroyed,ward_destroyed_diff,first_blood,blue_kills,red_kills,kill_diff,first_turret,blue_turrets,red_turrets,turret_diff,first_inhibitor,blue_inhibitors,red_inhibitors,inhibitor_diff,first_herald,blue_heralds,red_heralds,herald_diff,first_baron,blue_barons,red_barons,baron_diff,blue_air,red_air,air_diff,blue_hextech,red_hextech,hextech_diff,blue_fire,red_fire,fire_diff,blue_earth,red_earth,earth_diff,blue_water,red_water,water_diff,air,hextech,fire,earth,water,blue_win
5894516347,2186748,41317,50096,-8779,54476,64055,-9579,45,77,-32,43,2,41,-1,10,28,-18,-1,2,7,-5,-1,0,2,-2,1,1,0,1,-1,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0,0,2,-2,0,0,0,0,-1,0
5903278619,1943148,62332,56961,5371,67079,64064,3015,53,48,5,11,11,0,-1,44,41,3,1,5,3,2,0,0,0,0,1,2,0,2,1,1,0,1,0,0,0,0,1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,1
5902023651,2064642,54108,53914,194,66718,61090,5628,43,51,-8,11,12,-1,-1,29,29,0,-1,2,6,-4,-1,0,1,-1,-1,0,1,-1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,1
5900879764,2434751,49541,53244,-3703,58443,62600,-4157,37,45,-8,4,9,-5,-1,30,29,1,1,3,6,-3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0
5899060699,1903991,57387,53935,3452,71637,64570,7067,54,38,16,4,9,-5,-1,35,27,8,1,3,7,-4,-1,0,2,-2,-1,0,1,-1,1,1,0,1,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1
5896232723,1839124,51899,58027,-6128,67478,73176,-5698,58,43,15,7,12,-5,-1,24,27,-3,-1,0,9,-9,-1,0,3,-3,-1,0,2,-2,-1,0,2,-2,0,0,0,0,1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5895812283,1841584,61369,61751,-382,68666,72250,-3584,55,64,-9,5,15,-10,-1,28,43,-15,1,7,7,0,-1,1,1,0,1,1,1,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,1,-1,1,0,1,-1,0,0,0,0,0
5893476151,2039826,55737,60625,-4888,64430,73489,-9059,46,55,-9,10,8,2,-1,29,37,-8,-1,4,7,-3,0,0,0,0,-1,0,1,-1,-1,0,1,-1,1,0,1,0,0,0,0,2,-2,0,0,0,1,0,1,0,0,0,0,0,0
5892641595,2294685,48137,57595,-9458,58860,69780,-10920,63,58,5,2,11,-9,1,19,33,-14,-1,2,9,-7,-1,0,3,-3,-1,0,1,-1,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5892537784,1802700,54065,67385,-13320,60840,71778,-10938,35,53,-18,15,12,3,-1,33,58,-25,-1,1,11,-10,-1,0,2,-2,-1,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,3,-3,0,0,0,0,-1,0
5891723812,2167617,46810,53544,-6734,63020,68851,-5831,58,104,-46,8,11,-3,1,16,21,-5,-1,2,5,-3,0,0,0,0,-1,0,1,-1,-1,0,1,-1,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
5890571251,2151930,50514,52892,-2378,64185,62964,1221,53,38,15,3,6,-3,-1,22,19,3,-1,2,6,-4,0,0,0,0,-1,0,2,-2,0,0,0,0,0,0,0,1,2,-1,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,1
5896402126,1997018,56536,55028,1508,66186,66288,-102,50,58,-8,8,8,0,-1,37,27,10,1,4,3,1,0,0,0,0,-1,0,1,-1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
5891549726,2027169,51662,60512,-8850,63776,70883,-7107,47,56,-9,4,9,-5,-1,24,45,-21,1,2,8,-6,-1,0,2,-2,-1,0,1,-1,-1,0,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5897511991,1848002,59581,47094,12487,73682,61555,12127,60,39,21,12,8,4,1,42,14,28,-1,8,2,6,1,2,0,2,-1,0,1,-1,1,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5897893637,1851279,60046,47949,12097,69706,60188,9518,64,107,-43,22,8,14,1,30,17,13,1,9,1,8,1,3,0,3,-1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1
5897856435,2112109,45315,55663,-10348,53929,67796,-13867,49,79,-30,13,19,-6,1,14,32,-18,-1,2,5,-3,0,0,0,0,-1,0,2,-2,-1,0,1,-1,1,0,1,0,0,0,0,3,-3,1,0,1,0,0,0,0,0,0,0,0,0
5897780565,2090612,50893,60557,-9664,63637,73223,-9586,63,64,-1,9,36,-27,-1,22,34,-12,1,4,8,-4,0,0,0,0,-1,0,1,-1,-1,0,2,-2,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5896720427,2620866,56305,62352,-6047,68512,70269,-1757,113,55,58,7,11,-4,1,35,39,-4,-1,2,6,-4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,-1,0,3,-3,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0
5896721987,2217203,56318,63749,-7431,63320,74860,-11540,48,101,-53,9,14,-5,-1,32,45,-13,-1,4,6,-2,-1,0,1,-1,-1,0,1,-1,-1,0,2,-2,1,0,1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
5895143765,1942627,62091,50889,11202,64910,59780,5130,107,54,53,11,14,-3,-1,41,26,15,1,10,0,10,1,3,0,3,-1,1,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5898551119,2048441,53547,58157,-4610,58756,67987,-9231,51,51,0,3,8,-5,-1,30,39,-9,1,4,4,0,0,0,0,0,-1,1,1,0,-1,0,1,-1,0,0,0,0,1,-1,2,0,2,0,1,-1,0,0,0,0,0,0,0,0,0
5896903214,2110630,50300,49303,997,63528,62635,893,59,67,-8,68,4,64,1,24,22,2,-1,2,3,-1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,0
5895726032,2860840,51083,58933,-7850,62373,64552,-2179,52,48,4,7,7,0,-1,26,30,-4,-1,3,9,-6,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,3,-3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5895600706,1839809,52673,59263,-6590,62513,67704,-5191,49,61,-12,7,4,3,-1,24,37,-13,1,5,6,-1,-1,0,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,1,-1,1,0,1,0,0,0,0,0,0
5894779164,2400764,55063,56788,-1725,68262,67256,1006,36,57,-21,4,5,-1,-1,28,32,-4,-1,5,7,-2,0,0,0,0,1,1,1,0,1,1,0,1,0,1,-1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5894064143,2029895,53977,55574,-1597,64216,68221,-4005,106,55,51,9,10,-1,-1,29,31,-2,-1,7,4,3,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,-2,0,0,0,1,0,1,0,0,0,0,0,1
5898742039,2326062,58561,56191,2370,71124,64782,6342,60,44,16,3,7,-4,1,36,27,9,1,6,6,0,-1,0,1,-1,-1,0,2,-2,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1
5893563496,2176044,59385,52815,6570,72674,65732,6942,51,46,5,12,15,-3,1,40,27,13,-1,4,5,-1,0,0,0,0,-1,0,2,-2,0,0,0,0,1,0,1,0,0,0,0,1,-1,3,0,3,0,0,0,0,0,0,1,0,1
5902716206,2070676,55205,57729,-2524,60657,65568,-4911,42,51,-9,5,4,1,1,44,39,5,1,4,6,-2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,3,-3,1,0,1,0,0,0,0,0,0,0,0,0
5902669093,1903801,61321,52794,8527,64949,56262,8687,41,79,-38,5,13,-8,1,54,33,21,1,8,2,6,0,0,0,0,-1,0,1,-1,0,0,0,0,0,2,-2,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1
5902549238,2188916,58114,57233,881,70301,68665,1636,51,56,-5,5,8,-3,1,40,32,8,-1,6,6,0,1,1,0,1,-1,0,1,-1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5901500976,1808556,63937,53686,10251,73683,68189,5494,43,35,8,15,1,14,-1,46,31,15,1,10,1,9,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,1,-1,0,0,0,0,0,1
5901402172,2668638,61461,55251,6210,72759,66679,6080,50,47,3,9,16,-7,-1,44,33,11,-1,7,3,4,0,0,0,0,-1,0,1,-1,1,1,0,1,0,1,-1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
5901232399,2587906,61172,54713,6459,68529,63925,4604,47,57,-10,17,12,5,1,33,31,2,1,7,4,3,1,1,0,1,-1,0,1,-1,0,0,0,0,1,0,1,0,3,-3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5901186686,1969293,53870,59727,-5857,62999,67538,-4539,40,51,-11,11,6,5,-1,32,41,-9,-1,4,9,-5,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,2,-2,0,1,-1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0
5899773152,2048270,49808,58225,-8417,60096,66799,-6703,46,56,-10,6,10,-4,-1,23,39,-16,-1,3,7,-4,-1,0,1,-1,-1,0,1,-1,-1,0,1,-1,1,0,1,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,0,0,0,0
5899573388,2404999,58348,57758,590,65911,71174,-5263,51,41,10,6,9,-3,-1,34,45,-11,-1,5,5,0,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,1,-1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5895525222,1954638,63902,59833,4069,76775,66008,10767,43,43,0,6,5,1,1,51,46,5,-1,5,4,1,1,1,0,1,-1,1,1,0,1,1,0,1,0,0,0,1,2,-1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,1
5895452305,2383713,60183,55728,4455,69505,63835,5670,47,40,7,5,7,-2,-1,37,30,7,1,8,3,5,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,-1,1,0,1,0,0,0,0,0,0
5895374665,2048391,56996,57954,-958,65554,64827,727,58,51,7,10,14,-4,1,32,39,-7,-1,6,5,1,-1,0,1,-1,1,1,0,1,-1,0,1,-1,0,0,0,0,1,-1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1
5894698324,2105937,50627,54689,-4062,63987,64503,-516,46,55,-9,10,9,1,-1,29,27,2,-1,2,6,-4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,-2,0,0,0,0,1,-1,0,0,0,0,0,0
5894661950,1962626,47862,55876,-8014,50104,61923,-11819,61,50,11,5,5,0,-1,15,42,-27,1,6,4,2,1,1,0,1,1,1,0,1,-1,0,1,-1,0,1,-1,0,2,-2,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0
5894298233,2018707,52386,57596,-5210,62221,64774,-2553,42,52,-10,9,5,4,1,32,35,-3,-1,3,5,-2,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,1,3,0,3,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0
5892986985,1823742,51571,60990,-9419,60901,70051,-9150,42,44,-2,6,6,0,-1,29,38,-9,-1,3,10,-7,-1,0,3,-3,1,2,0,2,-1,0,1,-1,0,1,-1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0
5891833411,2048066,52070,66923,-14853,62399,71251,-8852,49,41,8,11,8,3,-1,33,55,-22,-1,0,7,-7,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5891377995,2191711,60036,60045,-9,68458,66948,1510,65,47,18,9,7,2,1,42,39,3,-1,6,6,0,1,1,0,1,-1,0,2,-2,0,0,0,0,1,0,1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5891304600,1875455,56555,52185,4370,67766,58053,9713,56,34,22,4,15,-11,1,40,22,18,-1,4,7,-3,-1,1,2,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5891257308,2270180,59056,60967,-1911,67424,69027,-1603,56,36,20,1,10,-9,1,37,45,-8,1,5,3,2,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0
5891095560,2749079,47815,52690,-4875,61191,61399,-208,52,52,0,15,15,0,-1,30,26,4,-1,0,6,-6,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,0,0
5890969547,2147766,59643,59852,-209,69741,69437,304,48,33,15,2,3,-1,1,46,43,3,-1,5,5,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,1,0,1,0,0,0,1,0,1,1,2,-1,0,0,0,0,0,0,0,0,1
5890973933,2428085,62191,62018,173,71872,71459,413,41,112,-71,16,14,2,-1,55,39,16,1,6,5,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5899917130,2104539,49158,56897,-7739,56638,62486,-5848,63,57,6,19,18,1,-1,25,35,-10,-1,4,4,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,0,0,0,0,1,-1,0,1,-1,1,2,-1,0,0,0,0,0,0,-1,0,0
5899826184,2830249,60329,50481,9848,66741,54929,11812,70,58,12,29,18,11,1,40,26,14,-1,7,4,3,1,1,0,1,-1,0,2,-2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,-1,2,0,2,0,0,0,0,0,1
5898763309,1956253,58524,61048,-2524,68179,68635,-456,67,44,23,14,17,-3,-1,31,40,-9,-1,5,8,-3,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
5898725714,2071651,47545,57621,-10076,58897,67653,-8756,60,45,15,15,19,-4,-1,12,30,-18,-1,1,6,-5,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0
5898583958,3223376,49972,51753,-1781,56569,57222,-653,57,116,-59,19,16,3,1,22,22,0,-1,3,3,0,0,0,0,0,-1,0,2,-2,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,1
5898476045,1969821,57328,48740,8588,66944,63896,3048,74,80,-6,31,27,4,1,29,19,10,1,5,2,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
5896780845,2657029,57366,55711,1655,64877,66245,-1368,68,55,13,27,24,3,1,31,27,4,1,5,3,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1
5896606760,1934813,53476,52727,749,60415,64072,-3657,49,62,-13,13,11,2,1,29,27,2,1,5,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,2,-1,0,0,0,0,0,0,0,0,0
5896523669,3117471,53331,51566,1765,62094,59648,2446,63,92,-29,9,10,-1,1,32,22,10,1,5,3,2,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,2,0,2,0,0,0,0,0,0,0,0,0
5896394884,2673201,50411,45175,5236,62022,59372,2650,62,47,15,10,69,-59,-1,23,15,8,1,5,3,2,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,1,0,2,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5895669678,2034611,53540,62085,-8545,63520,75139,-11619,45,63,-18,17,8,9,1,28,34,-6,-1,3,7,-4,-1,0,1,-1,0,0,0,0,-1,0,1,-1,0,1,-1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0
5893416023,2455312,47676,57150,-9474,58641,65985,-7344,44,54,-10,5,12,-7,1,18,45,-27,-1,2,8,-6,-1,0,2,-2,1,1,0,1,0,0,0,0,1,0,1,0,2,-2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
5892403334,2234442,62230,56298,5932,74092,75018,-926,54,43,11,13,17,-4,1,38,26,12,1,10,2,8,1,2,0,2,1,2,0,2,1,1,0,1,0,0,0,1,0,1,1,2,-1,0,0,0,1,0,1,0,0,0,0,0,0
5892315041,2371460,53552,57182,-3630,62888,69631,-6743,63,57,6,10,15,-5,-1,19,31,-12,1,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,-1,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,0
5891501193,2679888,49607,56620,-7013,56688,61703,-5015,64,73,-9,18,13,5,1,21,30,-9,-1,3,5,-2,0,0,0,0,-1,0,2,-2,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1
5891424882,1943843,51982,54943,-2961,61076,66570,-5494,53,60,-7,18,14,4,1,26,25,1,-1,5,5,0,0,0,0,0,1,1,0,1,-1,0,1,-1,1,2,-1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
5890535211,2430660,54627,57323,-2696,65592,65451,141,57,55,2,9,22,-13,1,32,34,-2,-1,3,4,-1,0,0,0,0,1,2,0,2,-1,0,1,-1,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
5901674630,2123579,56429,50982,5447,63197,57877,5320,35,56,-21,10,1,9,1,40,20,20,-1,5,7,-2,-1,1,1,0,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5891334353,2099577,53538,56729,-3191,61069,67509,-6440,65,52,13,19,20,-1,-1,25,38,-13,-1,4,4,0,0,0,0,0,1,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
5890909305,1976037,51019,54732,-3713,61244,65737,-4493,44,50,-6,12,6,6,1,26,27,-1,1,2,7,-5,0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,-2,0,1,-1,0,0,0,-1,0,0
5899659196,1842263,56112,51726,4386,67893,62366,5527,56,47,9,15,16,-1,-1,23,17,6,1,8,5,3,1,1,0,1,-1,1,1,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1,0,0,0,3,0,3,0,0,0,0,0,1
5897469193,2341045,48292,53517,-5225,58506,61222,-2716,46,33,13,0,1,-1,-1,17,34,-17,1,4,7,-3,-1,0,1,-1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,2,-1,1,0,1,0,0,0,0,0,0
5897466255,1899350,54001,54853,-852,63125,60156,2969,45,36,9,6,6,0,-1,35,39,-4,-1,2,7,-5,-1,0,1,-1,-1,0,2,-2,0,0,0,0,3,0,3,1,0,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
5897011416,2128633,56407,50098,6309,66132,60832,5300,60,59,1,11,7,4,1,36,27,9,1,4,2,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
5895896675,2133474,59133,56169,2964,71967,64207,7760,43,42,1,1,2,-1,1,47,33,14,-1,3,5,-2,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5894807488,2265159,50141,52096,-1955,58236,56480,1756,51,42,9,7,0,7,1,28,41,-13,-1,4,2,2,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
5893710128,2040855,53513,54997,-1484,65830,66489,-659,54,53,1,11,8,3,-1,21,25,-4,-1,7,7,0,-1,0,1,-1,-1,0,1,-1,1,1,0,1,0,1,-1,0,0,0,0,2,-2,0,0,0,0,1,-1,0,0,-1,0,0,0
5892758877,2550790,47998,47072,926,52789,55877,-3088,52,34,18,5,3,2,1,21,28,-7,1,6,4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,1
5891303074,2181087,45261,53569,-8308,58844,62229,-3385,39,59,-20,5,6,-1,-1,18,32,-14,-1,0,7,-7,-1,0,1,-1,1,1,1,0,0,0,0,0,0,2,-2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5890975579,2104312,52355,46512,5843,61634,57776,3858,58,59,-1,22,9,13,1,28,14,14,1,6,2,4,1,1,0,1,-1,1,1,0,0,0,0,0,2,0,2,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
5899893195,2402312,51744,49842,1902,64238,58353,5885,69,53,16,14,19,-5,-1,20,18,2,1,4,3,1,0,0,0,0,1,2,0,2,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1
5898873499,2250330,56194,58094,-1900,67228,68081,-853,36,48,-12,4,7,-3,1,42,34,8,-1,4,7,-3,-1,0,1,-1,1,1,0,1,-1,0,1,-1,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
5898769838,1964484,51979,59300,-7321,68468,69144,-676,42,55,-13,9,7,2,-1,27,38,-11,-1,2,10,-8,-1,0,2,-2,-1,0,2,-2,-1,0,1,-1,0,3,-3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5897165952,2487264,57491,54509,2982,71557,66362,5195,53,50,3,4,8,-4,-1,30,26,4,1,5,4,1,0,0,0,0,-1,0,1,-1,1,1,0,1,2,0,2,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,1
5895810637,2074022,55419,61599,-6180,71017,68913,2104,65,34,31,4,17,-13,-1,36,36,0,-1,3,8,-5,-1,0,1,-1,-1,1,1,0,0,0,0,0,0,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
5895774464,1820831,51392,59424,-8032,61644,68308,-6664,47,58,-11,8,4,4,-1,28,44,-16,-1,3,8,-5,-1,0,2,-2,-1,0,1,-1,0,0,0,0,0,2,-2,0,0,0,0,1,-1,0,0,0,0,1,-1,-1,0,0,0,0,0
5892612202,2043796,54983,55503,-520,66468,63453,3015,50,48,2,5,9,-4,-1,33,29,4,-1,5,7,-2,-1,1,1,0,-1,0,1,-1,-1,0,1,-1,0,2,-2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5893764342,2239729,56549,54536,2013,63587,57948,5639,68,54,14,16,3,13,-1,39,31,8,-1,3,3,0,0,0,0,0,-1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0
5891154360,2156909,57590,54980,2610,63129,59522,3607,48,52,-4,11,10,1,-1,32,23,9,-1,5,4,1,0,0,0,0,1,2,0,2,0,0,0,0,1,2,-1,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5902352848,2094042,57993,51801,6192,63769,56641,7128,67,46,21,8,8,0,-1,38,32,6,1,7,3,4,1,1,0,1,-1,0,1,-1,0,0,0,0,0,1,-1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5893174392,1832636,55989,50513,5476,67375,59956,7419,51,52,-1,10,13,-3,1,29,17,12,1,4,2,2,0,0,0,0,-1,0,2,-2,1,1,0,1,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,1
5892939751,1840007,62006,53803,8203,70092,59221,10871,43,57,-14,16,18,-2,-1,36,16,20,-1,8,5,3,1,1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
5892430420,2318059,56960,53617,3343,68085,61841,6244,54,49,5,7,11,-4,-1,33,30,3,1,9,3,6,1,3,0,3,1,1,0,1,1,1,0,1,2,0,2,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0
5891786655,2036120,60652,56082,4570,67909,60681,7228,73,61,12,19,17,2,-1,34,34,0,1,6,4,2,0,0,0,0,1,2,0,2,1,1,0,1,2,0,2,0,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5891583065,1951831,52989,51596,1393,57166,57461,-295,56,53,3,19,17,2,1,32,32,0,-1,3,4,-1,0,0,0,0,-1,0,2,-2,0,0,0,0,0,2,-2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5896614939,2200870,58736,53159,5577,67476,62999,4477,49,55,-6,14,11,3,-1,31,27,4,1,8,3,5,0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5894823154,1966439,55399,52827,2572,63785,62943,842,54,45,9,9,13,-4,1,43,30,13,1,5,4,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,-1,0,0,0,0,0,1
5891308893,1872863,58448,52178,6270,65308,60833,4475,59,40,19,3,13,-10,1,35,27,8,-1,8,3,5,1,1,0,1,-1,0,2,-2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,-1,0,0,0,0,0,1
5891332077,2169878,58961,56164,2797,65989,69143,-3154,61,58,3,5,12,-7,1,37,28,9,1,4,5,-1,0,0,0,0,1,2,0,2,-1,0,1,-1,1,0,1,1,2,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5902109404,2361537,53057,53296,-239,59781,59754,27,55,52,3,10,13,-3,1,30,24,6,1,5,5,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
5899361877,2438429,57473,56702,771,63104,70665,-7561,75,47,28,4,3,1,-1,34,36,-2,-1,8,5,3,0,0,0,0,1,1,0,1,-1,0,1,-1,0,0,0,0,2,-2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
5900441511,2087616,52478,54139,-1661,69873,68446,1427,55,50,5,3,9,-6,-1,26,25,1,-1,3,6,-3,0,0,0,0,-1,0,2,-2,1,1,0,1,1,0,1,0,0,0,1,0,1,1,2,-1,0,0,0,0,0,0,0,0,0
5900370685,1927720,55754,46301,9453,65593,58774,6819,51,51,0,9,4,5,1,39,20,19,1,8,0,8,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1
5897294302,1882541,49159,62758,-13599,60460,75914,-15454,110,47,63,7,21,-14,-1,20,38,-18,1,1,8,-7,-1,0,2,-2,-1,0,1,-1,-1,0,1,-1,0,1,-1,0,2,-2,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0
